"","CHR","SNP","BP","QTL_type","start_pos","end_pos","QTL_ID"
"146",26,"BTB-00926636",17857480,"Milk",17833551,17833555,"200855"
"147",26,"BTB-00926636",17857480,"Milk",17833551,17833555,"206213"
"148",26,"BTB-00926636",17857480,"Milk",17865069,17865073,"197144"
"149",26,"BTA-62125-no-rs",17899619,"Milk",17865069,17865073,"197144"
"150",26,"BTB-00926636",17857480,"Milk",17865069,17865073,"202367"
"151",26,"BTA-62125-no-rs",17899619,"Milk",17865069,17865073,"202367"
"152",26,"BTB-00926636",17857480,"Milk",17865069,17865073,"208485"
"153",26,"BTA-62125-no-rs",17899619,"Milk",17865069,17865073,"208485"
"154",26,"BTB-00926636",17857480,"Milk",17871201,17871205,"197611"
"155",26,"BTA-62125-no-rs",17899619,"Milk",17871201,17871205,"197611"
"156",26,"BTB-00926636",17857480,"Milk",17871201,17871205,"202816"
"157",26,"BTA-62125-no-rs",17899619,"Milk",17871201,17871205,"202816"
"158",26,"BTB-00926636",17857480,"Milk",17871201,17871205,"209076"
"159",26,"BTA-62125-no-rs",17899619,"Milk",17871201,17871205,"209076"
"160",26,"BTB-00926636",17857480,"Milk",17885871,17885875,"63656"
"161",26,"BTA-62125-no-rs",17899619,"Milk",17885871,17885875,"63656"
"162",26,"BTB-00926636",17857480,"Milk",17885871,17885875,"199068"
"163",26,"BTA-62125-no-rs",17899619,"Milk",17885871,17885875,"199068"
"164",26,"BTB-00926636",17857480,"Milk",17885871,17885875,"204113"
"165",26,"BTA-62125-no-rs",17899619,"Milk",17885871,17885875,"204113"
"166",26,"BTB-00926636",17857480,"Milk",17885871,17885875,"204114"
"167",26,"BTA-62125-no-rs",17899619,"Milk",17885871,17885875,"204114"
"168",26,"BTB-00926636",17857480,"Milk",17885871,17885875,"210399"
"169",26,"BTA-62125-no-rs",17899619,"Milk",17885871,17885875,"210399"
"170",26,"BTB-00926636",17857480,"Milk",17895273,17895277,"63657"
"171",26,"BTA-62125-no-rs",17899619,"Milk",17895273,17895277,"63657"
"172",26,"BTB-00926636",17857480,"Milk",17895273,17895277,"199069"
"173",26,"BTA-62125-no-rs",17899619,"Milk",17895273,17895277,"199069"
"174",26,"BTB-00926636",17857480,"Milk",17895273,17895277,"204115"
"175",26,"BTA-62125-no-rs",17899619,"Milk",17895273,17895277,"204115"
"176",26,"BTB-00926636",17857480,"Milk",17895273,17895277,"204116"
"177",26,"BTA-62125-no-rs",17899619,"Milk",17895273,17895277,"204116"
"178",26,"BTB-00926636",17857480,"Milk",17895273,17895277,"210400"
"179",26,"BTA-62125-no-rs",17899619,"Milk",17895273,17895277,"210400"
"180",26,"BTB-00926636",17857480,"Milk",17895803,17895807,"199070"
"181",26,"BTA-62125-no-rs",17899619,"Milk",17895803,17895807,"199070"
"182",26,"BTB-00926636",17857480,"Milk",17895803,17895807,"204117"
"183",26,"BTA-62125-no-rs",17899619,"Milk",17895803,17895807,"204117"
"184",26,"BTB-00926636",17857480,"Milk",17895803,17895807,"204118"
"185",26,"BTA-62125-no-rs",17899619,"Milk",17895803,17895807,"204118"
"186",26,"BTB-00926636",17857480,"Milk",17895803,17895807,"210401"
"187",26,"BTA-62125-no-rs",17899619,"Milk",17895803,17895807,"210401"
"188",26,"BTB-00926636",17857480,"Milk",17900304,17900308,"199071"
"189",26,"BTA-62125-no-rs",17899619,"Milk",17900304,17900308,"199071"
"190",26,"BTB-00926636",17857480,"Milk",17900304,17900308,"204119"
"191",26,"BTA-62125-no-rs",17899619,"Milk",17900304,17900308,"204119"
"192",26,"BTB-00926636",17857480,"Milk",17900304,17900308,"204120"
"193",26,"BTA-62125-no-rs",17899619,"Milk",17900304,17900308,"204120"
"194",26,"BTB-00926636",17857480,"Milk",17900304,17900308,"210402"
"195",26,"BTA-62125-no-rs",17899619,"Milk",17900304,17900308,"210402"
"196",26,"BTB-00926636",17857480,"Milk",17902932,17902936,"63658"
"197",26,"BTA-62125-no-rs",17899619,"Milk",17902932,17902936,"63658"
"198",26,"BTB-00926636",17857480,"Milk",17902932,17902936,"199072"
"199",26,"BTA-62125-no-rs",17899619,"Milk",17902932,17902936,"199072"
"200",26,"BTB-00926636",17857480,"Milk",17902932,17902936,"204121"
"201",26,"BTA-62125-no-rs",17899619,"Milk",17902932,17902936,"204121"
"202",26,"BTB-00926636",17857480,"Milk",17902932,17902936,"204122"
"203",26,"BTA-62125-no-rs",17899619,"Milk",17902932,17902936,"204122"
"204",26,"BTB-00926636",17857480,"Milk",17902932,17902936,"210403"
"205",26,"BTA-62125-no-rs",17899619,"Milk",17902932,17902936,"210403"
"206",26,"BTB-00926636",17857480,"Milk",17906861,17906865,"63660"
"207",26,"BTA-62125-no-rs",17899619,"Milk",17906861,17906865,"63660"
"208",26,"BTB-00926636",17857480,"Milk",17906861,17906865,"199074"
"209",26,"BTA-62125-no-rs",17899619,"Milk",17906861,17906865,"199074"
"210",26,"BTB-00926636",17857480,"Milk",17906861,17906865,"204125"
"211",26,"BTA-62125-no-rs",17899619,"Milk",17906861,17906865,"204125"
"212",26,"BTB-00926636",17857480,"Milk",17906861,17906865,"204126"
"213",26,"BTA-62125-no-rs",17899619,"Milk",17906861,17906865,"204126"
"214",26,"BTB-00926636",17857480,"Milk",17906861,17906865,"210405"
"215",26,"BTA-62125-no-rs",17899619,"Milk",17906861,17906865,"210405"
"216",26,"BTA-62125-no-rs",17899619,"Milk",17914357,17914361,"63654"
"217",26,"BTA-62125-no-rs",17899619,"Milk",17914357,17914361,"199076"
"218",26,"BTA-62125-no-rs",17899619,"Milk",17914357,17914361,"204129"
"219",26,"BTA-62125-no-rs",17899619,"Milk",17914357,17914361,"204130"
"220",26,"BTA-62125-no-rs",17899619,"Milk",17914357,17914361,"210407"
"221",26,"BTA-62125-no-rs",17899619,"Milk",17915872,17915876,"63655"
"222",26,"BTA-62125-no-rs",17899619,"Milk",17915872,17915876,"197826"
"223",26,"BTA-62125-no-rs",17899619,"Milk",17915872,17915876,"203026"
"224",26,"BTA-62125-no-rs",17899619,"Milk",17915872,17915876,"203027"
"225",26,"BTA-62125-no-rs",17899619,"Milk",17915872,17915876,"209354"
"226",26,"BTA-62125-no-rs",17899619,"Milk",17922107,17922111,"195860"
"227",26,"BTA-62125-no-rs",17899619,"Milk",17922107,17922111,"201008"
"228",26,"BTA-62125-no-rs",17899619,"Milk",17922107,17922111,"201009"
"229",26,"BTA-62125-no-rs",17899619,"Milk",17922107,17922111,"206462"
"230",26,"BTA-62125-no-rs",17899619,"Milk",17928246,17928250,"33984"
"231",26,"BTA-62125-no-rs",17899619,"Milk",17928246,17928250,"195668"
"232",26,"BTA-62125-no-rs",17899619,"Milk",17928246,17928250,"195669"
"233",26,"BTA-62125-no-rs",17899619,"Milk",17928246,17928250,"195670"
"234",26,"BTA-62125-no-rs",17899619,"Milk",17928246,17928250,"200758"
"235",26,"BTA-62125-no-rs",17899619,"Milk",17931209,17931213,"199092"
"236",26,"BTA-62125-no-rs",17899619,"Milk",17931209,17931213,"204151"
"237",28,"BTA-99379-no-rs",41666186,"Reproduction",41646434,41646438,"107048"
"238",28,"BTA-99379-no-rs",41666186,"Reproduction",41646434,41646438,"107227"
"239",28,"ARS-BFGL-NGS-11935",44942879,"Reproduction",44971508,44971512,"238444"
"240",28,"ARS-BFGL-NGS-11935",44942879,"Production",44981682,44981686,"66703"
"241",28,"ARS-BFGL-NGS-11935",44942879,"Production",44981682,44981686,"66704"
"242",28,"ARS-BFGL-NGS-11935",44942879,"Production",44981682,44981686,"69429"
"243",28,"Hapmap43005-BTA-64606",45805105,"Milk",45811156,45811160,"34467"
