"","CHR","SNP","BP","QTL_type","start_pos","end_pos","QTL_ID"
"170",6,11511,36184467,"Production",36212912,36212916,"187151"
"171",6,11511,36184467,"Production",36216422,36216426,"187483"
"172",6,11511,36184467,"Milk",36218000,36218004,"103890"
"173",6,11511,36184467,"Milk",36218000,36218004,"104754"
"174",6,11511,36184467,"Milk",36219842,36219846,"105620"
"175",6,11511,36184467,"Production",36219842,36219846,"186455"
"176",6,11511,36184467,"Production",36221082,36221086,"187299"
"177",6,11511,36184467,"Production",36221438,36221442,"187378"
"178",6,11511,36184467,"Production",36225616,36225620,"186759"
"179",6,11511,36184467,"Production",36226441,36226445,"186605"
"180",6,11511,36184467,"Production",36226963,36226967,"23701"
"181",6,11511,36184467,"Production",36226963,36226967,"67245"
"182",6,11511,36184467,"Production",36226963,36226967,"67246"
"183",6,11511,36184467,"Production",36226963,36226967,"67247"
"184",6,11511,36184467,"Milk",36226963,36226967,"105509"
"185",6,11511,36184467,"Production",36226963,36226967,"164069"
"186",6,11511,36184467,"Production",36226963,36226967,"164370"
"187",6,11511,36184467,"Production",36226963,36226967,"186841"
"188",6,11511,36184467,"Production",36227839,36227843,"182676"
"189",6,11511,36184467,"Production",36227839,36227843,"188422"
"190",6,11511,36184467,"Production",36232422,36232426,"187967"
"191",6,11511,36184467,"Production",36232742,36232746,"187367"
"192",6,11511,36184467,"Production",36233671,36233675,"188839"
"193",14,25167,15929822,"Milk",15895119,15895123,"25606"
"194",14,25167,15929822,"Milk",15895119,15895123,"26355"
"195",14,25167,15929822,"Meat_and_Carcass",15895119,15895123,"36989"
"196",14,25167,15929822,"Milk",15904094,15904098,"104606"
"197",14,25167,15929822,"Milk",15905538,15905542,"104607"
"198",14,25167,15929822,"Exterior",15929820,15929824,"220989"
"199",14,25167,15929822,"Production",15964283,15964287,"122755"
"200",14,25167,15929822,"Production",15964283,15964287,"123539"
"201",14,25167,15929822,"Production",15965017,15965021,"122756"
"202",14,25167,15929822,"Production",15965017,15965021,"123540"
"203",14,25167,15929822,"Production",15967515,15967519,"122757"
"204",14,25167,15929822,"Production",15967515,15967519,"123541"
"205",14,25167,15929822,"Production",15969384,15969388,"122758"
"206",14,25167,15929822,"Production",15969384,15969388,"123542"
"207",14,25167,15929822,"Production",15972216,15972220,"122759"
"208",14,25167,15929822,"Production",15972216,15972220,"123543"
"209",14,25167,15929822,"Production",15977822,15977826,"122760"
"210",14,25167,15929822,"Production",15977822,15977826,"123544"
"211",15,26782,33066384,"Production",33066382,33066386,"68791"
"212",15,26782,33066384,"Meat_and_Carcass",33107568,33107572,"228743"
"213",15,27199,57930281,"Milk",57892792,57892796,"242339"
"214",15,27199,57930281,"Milk",57914040,57914044,"248429"
"215",15,27199,57930281,"Milk",57926776,57926780,"242396"
"216",15,27199,57930281,"Milk",57926776,57926780,"248428"
"217",15,27199,57930281,"Milk",57949776,57949780,"242391"
"218",17,29742,46487068,"Milk",46449873,46449877,"162016"
"219",17,29742,46487068,"Milk",46449873,46449877,"163641"
"220",17,29742,46487068,"Milk",46452018,46452022,"162017"
"221",17,29742,46487068,"Milk",46452018,46452022,"163642"
"222",17,29742,46487068,"Milk",46455275,46455279,"163230"
"223",17,29742,46487068,"Milk",46455275,46455279,"163643"
"224",17,29742,46487068,"Milk",46457135,46457139,"163231"
"225",17,29742,46487068,"Milk",46457135,46457139,"163644"
"226",17,29742,46487068,"Milk",46460742,46460746,"163159"
"227",17,29742,46487068,"Milk",46460742,46460746,"163583"
"228",17,29742,46487068,"Milk",46463937,46463941,"163232"
"229",17,29742,46487068,"Milk",46463937,46463941,"163645"
"230",17,29742,46487068,"Milk",46474328,46474332,"162015"
"231",17,29742,46487068,"Milk",46474328,46474332,"163640"
"232",17,29742,46487068,"Milk",46474997,46475001,"162014"
"233",17,29742,46487068,"Milk",46474997,46475001,"163639"
"234",17,29742,46487068,"Milk",46476243,46476247,"162013"
"235",17,29742,46487068,"Milk",46476243,46476247,"163638"
"236",17,29742,46487068,"Milk",46476816,46476820,"162012"
"237",17,29742,46487068,"Milk",46476816,46476820,"163637"
"238",17,29742,46487068,"Milk",46480499,46480503,"161948"
"239",17,29742,46487068,"Milk",46480499,46480503,"162037"
"240",17,29742,46487068,"Milk",46481110,46481114,"161941"
"241",17,29742,46487068,"Milk",46481110,46481114,"162030"
"242",17,29742,46487068,"Milk",46481709,46481713,"162019"
"243",17,29742,46487068,"Milk",46481709,46481713,"162100"
"244",17,29742,46487068,"Milk",46482674,46482678,"162020"
"245",17,29742,46487068,"Milk",46482674,46482678,"162101"
"246",17,29742,46487068,"Milk",46483484,46483488,"162021"
"247",17,29742,46487068,"Milk",46483484,46483488,"162102"
"248",17,29742,46487068,"Milk",46529284,46529288,"163162"
"249",17,29742,46487068,"Milk",46529284,46529288,"163584"
"250",17,29772,47884497,"Milk",47837023,47837027,"162764"
"251",17,29772,47884497,"Milk",47844960,47844964,"162876"
"252",17,29772,47884497,"Milk",47851806,47851810,"162921"
"253",17,29772,47884497,"Milk",47855252,47855256,"162648"
"254",17,29772,47884497,"Production",47856400,47856404,"23869"
"255",17,29772,47884497,"Production",47856400,47856404,"68904"
"256",17,29772,47884497,"Exterior",47856400,47856404,"102064"
"257",17,29772,47884497,"Exterior",47884495,47884499,"102065"
"258",17,29772,47884497,"Milk",47924476,47924480,"163030"
"259",17,29772,47884497,"Milk",47924476,47924480,"163517"
"260",17,29772,47884497,"Milk",47926919,47926923,"162858"
"261",17,29772,47884497,"Milk",47926919,47926923,"163422"
"262",17,29784,48800954,"Milk",48759668,48759672,"63966"
"263",20,33665,65351653,"Milk",65321359,65321363,"176120"
"264",20,33665,65351653,"Milk",65350145,65350149,"69962"
"265",20,33665,65351653,"Milk",65352215,65352219,"69963"
"266",20,33665,65351653,"Milk",65357974,65357978,"69964"
"267",20,33665,65351653,"Milk",65363596,65363600,"69626"
"268",20,33665,65351653,"Health",65367232,65367236,"167647"
"269",21,33836,4055731,"Reproduction",4074797,4074801,"145524"
"270",21,33836,4055731,"Reproduction",4079204,4079208,"145458"
"271",21,33836,4055731,"Reproduction",4079247,4079251,"145445"
"272",21,33836,4055731,"Reproduction",4085667,4085671,"145389"
"273",21,33836,4055731,"Reproduction",4085667,4085671,"146710"
"274",21,33836,4055731,"Reproduction",4085817,4085821,"146703"
"275",23,36688,44822126,"Milk",44787659,44787663,"254748"
"276",23,36688,44822126,"Milk",44789048,44789052,"254706"
"277",23,36688,44822126,"Meat_and_Carcass",44807487,44807491,"226965"
"278",23,36688,44822126,"Meat_and_Carcass",44807487,44807491,"229458"
"279",23,36688,44822126,"Meat_and_Carcass",44807487,44807491,"234754"
"280",23,36688,44822126,"Milk",44808987,44808991,"254767"
"281",23,36688,44822126,"Milk",44830780,44830784,"254833"
"282",23,36688,44822126,"Milk",44834127,44834131,"254725"
"283",23,36688,44822126,"Milk",44845256,44845260,"254688"
"284",23,36688,44822126,"Milk",44848146,44848150,"254689"
"285",23,36688,44822126,"Milk",44859653,44859657,"254769"
"286",24,36876,857728,"Exterior",857726,857730,"66121"
"287",24,36876,857728,"Reproduction",885598,885602,"106889"
"288",28,40795,20016672,"Milk",20016670,20016674,"112226"
"289",28,40795,20016672,"Milk",20016670,20016674,"118869"
"290",28,40795,20016672,"Milk",20017763,20017767,"112227"
"291",28,40795,20016672,"Milk",20017763,20017767,"118870"
"292",28,40795,20016672,"Milk",20045011,20045015,"118664"
"293",28,40795,20016672,"Milk",20060184,20060188,"118665"
"294",28,41057,35807366,"Reproduction",35807364,35807368,"138601"
"295",28,41057,35807366,"Reproduction",35807364,35807368,"138602"
"296",29,41785,33039863,"Production",33039861,33039865,"69450"
"297",29,41785,33039863,"Production",33039861,33039865,"69451"
