"","SNP","rsID","CHR","QTL_type","start_pos","end_pos","QTL_ID"
"209","Hapmap23854-BTC-062412","rs81154019",6,"Production",36163340,36163344,"187023"
"210","Hapmap23854-BTC-062412","rs81154019",6,"Production",36163428,36163432,"186547"
"211","Hapmap23854-BTC-062412","rs81154019",6,"Reproduction",36163939,36163943,"14703"
"212","Hapmap23854-BTC-062412","rs81154019",6,"Reproduction",36163939,36163943,"14707"
"213","Hapmap23854-BTC-062412","rs81154019",6,"Production",36163939,36163943,"189833"
"214","Hapmap23854-BTC-062412","rs81154019",6,"Production",36164020,36164024,"189834"
"215","Hapmap23854-BTC-062412","rs81154019",6,"Production",36164564,36164568,"187124"
"216","Hapmap23854-BTC-062412","rs81154019",6,"Production",36165001,36165005,"186965"
"217","Hapmap23854-BTC-062412","rs81154019",6,"Production",36165137,36165141,"187629"
"218","Hapmap23854-BTC-062412","rs81154019",6,"Production",36165150,36165154,"188219"
"219","Hapmap23854-BTC-062412","rs81154019",6,"Production",36165218,36165222,"186478"
"220","Hapmap23854-BTC-062412","rs81154019",6,"Production",36165305,36165309,"187300"
"221","Hapmap23854-BTC-062412","rs81154019",6,"Production",36165645,36165649,"186485"
"222","Hapmap23854-BTC-062412","rs81154019",6,"Production",36166108,36166112,"187795"
"223","Hapmap23854-BTC-062412","rs81154019",6,"Production",36166178,36166182,"187257"
"224","Hapmap23854-BTC-062412","rs81154019",6,"Production",36166205,36166209,"187129"
"225","Hapmap23854-BTC-062412","rs81154019",6,"Production",36166298,36166302,"187368"
"226","Hapmap23854-BTC-062412","rs81154019",6,"Reproduction",36166503,36166507,"14704"
"227","Hapmap23854-BTC-062412","rs81154019",6,"Milk",36166503,36166507,"105821"
"228","Hapmap23854-BTC-062412","rs81154019",6,"Production",36166503,36166507,"189279"
"229","Hapmap23854-BTC-062412","rs81154019",6,"Production",36166791,36166795,"189278"
"230","Hapmap23854-BTC-062412","rs81154019",6,"Production",36166795,36166799,"182735"
"231","Hapmap23854-BTC-062412","rs81154019",6,"Production",36166795,36166799,"189277"
"232","Hapmap23854-BTC-062412","rs81154019",6,"Production",36167325,36167329,"183190"
"233","Hapmap23854-BTC-062412","rs81154019",6,"Production",36167325,36167329,"186569"
"234","Hapmap23854-BTC-062412","rs81154019",6,"Production",36167828,36167832,"183191"
"235","Hapmap23854-BTC-062412","rs81154019",6,"Production",36167828,36167832,"188015"
"236","Hapmap23854-BTC-062412","rs81154019",6,"Production",36168124,36168128,"183305"
"237","Hapmap23854-BTC-062412","rs81154019",6,"Production",36168124,36168128,"186440"
"238","Hapmap23854-BTC-062412","rs81154019",6,"Production",36168592,36168596,"182749"
"239","Hapmap23854-BTC-062412","rs81154019",6,"Production",36168592,36168596,"186494"
"240","Hapmap23854-BTC-062412","rs81154019",6,"Production",36168720,36168724,"182760"
"241","Hapmap23854-BTC-062412","rs81154019",6,"Production",36168720,36168724,"186560"
"242","Hapmap23854-BTC-062412","rs81154019",6,"Production",36169712,36169716,"187059"
"243","Hapmap23854-BTC-062412","rs81154019",6,"Production",36169792,36169796,"186511"
"244","Hapmap23854-BTC-062412","rs81154019",6,"Milk",36170113,36170117,"140218"
"245","Hapmap23854-BTC-062412","rs81154019",6,"Production",36170133,36170137,"186638"
"246","Hapmap23854-BTC-062412","rs81154019",6,"Production",36170199,36170203,"187467"
"247","Hapmap23854-BTC-062412","rs81154019",6,"Production",36171684,36171688,"188463"
"248","Hapmap23854-BTC-062412","rs81154019",6,"Production",36172370,36172374,"187237"
"249","Hapmap23854-BTC-062412","rs81154019",6,"Milk",36172376,36172380,"246431"
"250","Hapmap23854-BTC-062412","rs81154019",6,"Production",36177199,36177203,"183152"
"251","Hapmap23854-BTC-062412","rs81154019",6,"Production",36177199,36177203,"188011"
"252","Hapmap23854-BTC-062412","rs81154019",6,"Production",36180643,36180647,"187727"
"253","Hapmap23854-BTC-062412","rs81154019",6,"Production",36181019,36181023,"187465"
"254","Hapmap23854-BTC-062412","rs81154019",6,"Production",36182792,36182796,"187002"
"255","Hapmap23854-BTC-062412","rs81154019",6,"Production",36183911,36183915,"186509"
"256","Hapmap23854-BTC-062412","rs81154019",6,"Milk",36185332,36185336,"250783"
"257","Hapmap23854-BTC-062412","rs81154019",6,"Milk",36186103,36186107,"103888"
"258","Hapmap23854-BTC-062412","rs81154019",6,"Milk",36186103,36186107,"104752"
"259","Hapmap23854-BTC-062412","rs81154019",6,"Production",36186581,36186585,"188641"
"260","Hapmap23854-BTC-062412","rs81154019",6,"Production",36186688,36186692,"189503"
"261","Hapmap23854-BTC-062412","rs81154019",6,"Production",36187039,36187043,"188875"
"262","Hapmap23854-BTC-062412","rs81154019",6,"Production",36189076,36189080,"188768"
"263","Hapmap23854-BTC-062412","rs81154019",6,"Production",36191254,36191258,"187381"
"264","Hapmap23854-BTC-062412","rs81154019",6,"Production",36198700,36198704,"186480"
"265","Hapmap23854-BTC-062412","rs81154019",6,"Production",36203596,36203600,"187794"
"266","Hapmap23854-BTC-062412","rs81154019",6,"Milk",36204034,36204038,"138157"
"267","Hapmap23854-BTC-062412","rs81154019",6,"Production",36204034,36204038,"186572"
"268","Hapmap23854-BTC-062412","rs81154019",6,"Milk",36205214,36205218,"15002"
"269","Hapmap23854-BTC-062412","rs81154019",6,"Production",36206851,36206855,"188861"
"270","Hapmap23854-BTC-062412","rs81154019",6,"Production",36210548,36210552,"187623"
"271","Hapmap23854-BTC-062412","rs81154019",6,"Production",36211595,36211599,"187645"
"272","Hapmap23854-BTC-062412","rs81154019",6,"Production",36212184,36212188,"189171"
"273","Hapmap23854-BTC-062412","rs81154019",6,"Production",36212912,36212916,"187151"
"274","Hapmap23854-BTC-062412","rs81154019",6,"Production",36216422,36216426,"187483"
"275","Hapmap23854-BTC-062412","rs81154019",6,"Milk",36218000,36218004,"103890"
"276","Hapmap23854-BTC-062412","rs81154019",6,"Milk",36218000,36218004,"104754"
"277","Hapmap23854-BTC-062412","rs81154019",6,"Milk",36219842,36219846,"105620"
"278","Hapmap23854-BTC-062412","rs81154019",6,"Production",36219842,36219846,"186455"
"279","Hapmap23854-BTC-062412","rs81154019",6,"Production",36221082,36221086,"187299"
"280","Hapmap23854-BTC-062412","rs81154019",6,"Production",36221438,36221442,"187378"
"281","Hapmap23854-BTC-062412","rs81154019",6,"Production",36225616,36225620,"186759"
"282","Hapmap23854-BTC-062412","rs81154019",6,"Production",36226441,36226445,"186605"
"283","Hapmap23854-BTC-062412","rs81154019",6,"Production",36226963,36226967,"23701"
"284","Hapmap23854-BTC-062412","rs81154019",6,"Production",36226963,36226967,"67245"
"285","Hapmap23854-BTC-062412","rs81154019",6,"Production",36226963,36226967,"67246"
"286","Hapmap23854-BTC-062412","rs81154019",6,"Production",36226963,36226967,"67247"
"287","Hapmap23854-BTC-062412","rs81154019",6,"Milk",36226963,36226967,"105509"
"288","Hapmap23854-BTC-062412","rs81154019",6,"Production",36226963,36226967,"164069"
"289","Hapmap23854-BTC-062412","rs81154019",6,"Production",36226963,36226967,"164370"
"290","Hapmap23854-BTC-062412","rs81154019",6,"Production",36226963,36226967,"186841"
"291","Hapmap23854-BTC-062412","rs81154019",6,"Production",36227839,36227843,"182676"
"292","Hapmap23854-BTC-062412","rs81154019",6,"Production",36227839,36227843,"188422"
"293","Hapmap23854-BTC-062412","rs81154019",6,"Production",36232422,36232426,"187967"
"294","Hapmap23854-BTC-062412","rs81154019",6,"Production",36232742,36232746,"187367"
"295","Hapmap23854-BTC-062412","rs81154019",6,"Production",36233671,36233675,"188839"
"296","Hapmap47669-BTA-59022","rs41645754",24,"Exterior",857726,857730,"66121"
"297","Hapmap47669-BTA-59022","rs41645754",24,"Reproduction",885598,885602,"106889"
